30 20
N 000000000000000000000001100000000000000000110000100000010000001000000000100010000000010000000000100000000110000000001000000000110000000110000000000110000100000000000000101111000000000000000111000000000000000011010000000000000001100110000000000000110000100000000011111000000010000001000000000001100000010010001000110000000000000000001000000100000000000110000000010000100001000000100000000000111000000000000000011000000001000001000110000000000000000001001000100000000000000001000000000000000100010000000000000001000100000000000000011011000000000000000011100000000000000000000000000000000010000000000000 Guidance
N 000000011000000000000001100000000000100001010000000000010000001000000000000010000000010001000000100000000000000000001000000000110001100110000001000110000111000000000000101111000000000000000111010000000000000011010000000000000001100110010000000000110000110100000011111000000100000000000000000001000000000000000000110000000000000000001000000001000000000110000000100010000001000000010000000000110000000100000001011000000000010010000110000000000000000001001000000000100000000001000100000000000100010000000000000001000100000001000000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 100000000000000010100000100001000000100000111000000000010000001000000000000010100000010000000000100000000110000000011000011000110000000110000000000110000111000000000000111111000000000000000111000000100000010011010000011000000001100110000000000000110000110000000011111000000110000010000000000001000000000000000000110000000000000000001000000000000000000110000000000000000011000000000001000010110000000000100000001000000000000000001110000000000000100000001000000000000000010001000000111100001100010000000000000001000100000000000000011011000000000000000011100000100000000000000000100000000010000000000000 Guidance
N 000000000000000000000000100000000000000000110000000000010000001000000000000010000000010001000000100000100110000100001000000000110000000110000000000110000110000000001010111101001010000000000110100000000000000011010000000000000001100100000100000000111000111000000011111000000100000000000000000001000000000000000000110000000010000000001000001000001000000110000000000101000001000000000000000000110000000000000000001000000000000000000110000000000000000001001000000000101000010000001000000001000100010000000000000001000100000000000000011011110000000000000011100000001000000000000000000000000011000000000000 Guidance
N 000000000000000000100001100000000000000000110000000000010000001010000000000110000001010000000000100010101110000001000100000000110000000110100000000110000111000000000000111101000000000000100111000000000000000011010000000001000001100110000000000000110000110000000011111000010100000000000000010001000000000000000000110000010000000000001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000000000100110000000000000110001001000100000000000010101000000000100000100010000000000000001000100000010000000011011000000000010000011100000000000000000000000000000000000010000000010 Guidance
N 001000010000000100001001100000000000001001110000000000010000001000000001100010000001010100000000100001000110001000001000000010111001000110011000001110010111000000000000111111000000000000001111000000000000000011010000010000000000100110000000100000110000110000000011111101000100010000000000010001000000000000001000110000000100000000001000000000001000000100000000000000001001000000000000000000110000000000000000001000000000001000000110000000000000000001000000000000000000010001000000000000000100010010000000000001000100000100000000111001000000000000000011110000000000000000000000000000100001000000000010 Guidance
N 000000000010000000000001100100000000000100110000000000010000001000000000000010000000010000010000100010000110000000001000000000110000000110000000000110000101000000100000111111000000000000000111000000001000000011010000000000000001100111000010000000110000110000000011110000000100010000000000000001100000000000000000110000000000001000001000000000010000001100000000001000000001001000000000000000110100000000000000001100000000101000000110000010000000000001001000000000000000000001000000000000000100010000000000000001000100000000000000011011000000000000001011100000000000000000000000000000000000000001000000 Guidance
N 000000000000000000000001100100000000000000110000000000010000001000000000010010000000110000000000100000000110000000001000000000110001000110000000000110000111000000000000111011001000000000000111000010000000000011010000000000000000100110000000000000110000110000100011111000000000001000000000001001000000000000000000110000010000000000001000000000100000010110100000000000000001000000000010010100110000100000010000001000000000000001000110000000000000000001001100000000000001000001000000000000001100010000000000000001000100001000100000011011000000000000000111100000000000000000010000000010000000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010000011000000000000010000000110000000000101000000010110000001000100000110000000110010000000110000111000000000001111111010000010000000111000000000000000011010000000000010101100110010000000000110000110000000011011000000100000000000000000001000000001000000000110000000000000000001000000000000000001110000000000000000001000000000000000000110000000000000000001000000110100000000100000000000010000001001000000000010100010001000000000000000100010001000000100011000100001000000000011010000000000000000011000000000000000000000000100000000000000000001000 Guidance
N 000000000100000000000001000000001000000000110000000000010100000000000000000010000000010000000000100000000110000000001000000000110000000110000000000110100111000000000000110111000000000001001101000000000000000011010000000000000001100110001000001000110000110000001011111000001100000000000000100001000000001000000000110000000000000000001000000000010000000110010000000000000001000000000001000000110000000000000100001000010000000001000110000000000001000001001010000000000000000001000001000000010100010000000000000001010100000000000000011111000000100000000011100000000100000000000000000000000000000000000000 Guidance
N 000000000000000000000101100000000000000000110000000001011000001000000000000010000000010010000000100000000110000000001000000000110000000100000000000110000111000001000100111111000000000000000111000000000000000011010000000000000001100110000000000000110100110000000011111000000100000000000000000001000000000000100000100000000000000011001000000000000000000110000000100000010001000010000000000000010000000000000000000000000010000000100110000010000000000001011001000100001000010001000000000000000100010000000000000001000100000000000000011011110000000000000011101010000000000000000000101000000000000000000000 Guidance
N 000000000000000000000101110100000010000000110000000000010000001000000000000010010000010000000000100000000110000000001010000000110100000110000000000110000111000000000010111111000001010000000111000000000000000011000000000000000011100110000000000000110000110000000011111000000100000000000000000001000100000000100000110000010000000000001000000000100000000110000000000010000001000000000000000000100000000010000000001001001000000000000110000000000000000001001000000000000000000001000000000000000100010000000001000001000100000000000000000011000000000000000111100000000010000000000000000000000000000000000000 Guidance
N 000000000000001000000001100000000000100000110000000000010000001000010000001000010000010000000000100000000110000000101000000000110000000110000000000110000111100000000000110110000000000000000110000000000000000011011000000000010101100110010000000000110000110000000011111000000100000010000100000001010000000000000000110000000001000000001000000000000000000110000000000000000001000001000000000010110000000000000000101000000001000000000110000000000000000001001000000000000010010001000000000000000100010000000000000001000100001000000010011011000001000000000011100000000000000000000000000000000000000000000000 Guidance
N 010000000000000100000001000000000000010000110000000000010000001000000010000010000000010000000000100000000110000010001000000000110000110110000000000110000111000000000001111111000000000000000111000000000000000010010000001000000001110110001001000000110000110000000011111100000000001000000000000001000000000000000000100000000000000000001000000000000010000110000000000000000001000000000001000001110000000000000000001000000000000000000110000000100000000001001000000000000000010001000000000000000100010000000001000001000100010000000000111011000000010100000011100100000000000000000100000000000010000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010010001000000000000010000000010000000000100000000111010000001010000000111000100110001000000110000111000000010000110111000000000000000111000000000000000001010000000000000001100110000000000000110000110000000011111000000100000000000000010001000000000000000000110000000000010000001000000000000010000110000000000000000001000000011010000000110000000000000000001000000000000000000110000000000000000001001000000000000000010001000000000100000101010000000000000001000100000000100000011011000000000000000011100000000100001000000010000000000000000000000000 Guidance
N 000000000000000000000001100000000000000000110000000000010100001000000000001010000000010000000000100000000110000000001010000000110000000110000000000110000010000000000000111111000000000000000111000000000011000011011000000000000001100110010000000000110000110000000011111000011100000000000000000001000100000000000000110000000000000000001000000000000000000111000000000000000001010000000000000000010000000000000000001001000000000000000110010100100001000001001000000010000000010001001000000000000100010000000000000001000100100000000001011011000000000000000011100000100010000000000000100000000000000000000000 Guidance
N 000000000000000000010001100000100100001000110000000000010000001000000000000010000000010000100000101000000110000000001001000000110000000010000000000110001111000000000000111111001000000001000110000000000000000010010000000000000001100110000000000000110000110000000011111000000100000000000000000001001000000000000000110000000010000000001000000000000000000110000000000000000001000000000000000000010000001000000101101000000000000000000111000000000000001001001000000000000000010001000100000001000100010000000000000001000100000000000000011011000000000000000011100000001000000000000000000000000000001001001000 Guidance
N 000000100001000010010001100000000100000000110100000000010000001000000000000010000000010000000000100000010111000000001000100000110000000110010000001110000111000000000000111111000000000000000111000000000000000011010000000010000011100110000000000001110000110000000011111000000100000000000010000001001000000000000000110000000000000000000000000000000000000110000100000000000001000000000000000000100000010000000000001000001001000000010110000000000000000001001000000000000000010001000000000010000100010000000000000001000110000000000000011010000000001000100011100000100000001000000000000000000000000000000000 Guidance
N 000000010000000000000001100000000000000000110000000000011100001000000000000011000000010000000010101001000110000000001000000000110001000110000000001110000111000000000000011111000000001000000111000000000000000011010000000000000001100110000100000000110000110000000011111001001100000000000000000001000000000000000000110000001000000000001000000000000000100110000000000010000001000000000000000000110000100000000000001000000000111001000110000100000000000001001000000000000100010101000000000000000100010000000010000000000100000000010000011011000000000000000011100010000000000000000000000000010000000010000001 Guidance
N 000000000000000000000001100001000000000000110000000010000000001000000000000010000000010000000000100000000110000000001000000000110000000110000000000110000111000000000000110111000000000000100111000000000000000011010000010000000001100111000000000000110000110000000011111000000100000000000010000001000000000000000000010000000000000000001000000000000000000110000000000000000001000000000000000000110000000000000000011000000001000000000110000001000000000101101000000000100000010001000000001000000100010000000001001001000100000010000000011011000010000000000111100000000000100000000000000000000100000000000000 Guidance
N 000000100000001010000001100000000000100001110000000000010000001000000000001010000000010001000000100010000110000000001000000000110000000110000000000110001111000000000000111111000100000000000111000000000100000001001000010000000001100111000000000000110000110000000011111100000100000000000000100001100000000000000000110000000000000000000000000000000000000110010000000000000001001000000000000000010000000010000000001000010000000000000110000000000000000001011000000110000000010001000000000000000100010000000000000001000100000000000000011011000010000000001011100000000000000000000000000000000001010100000000 Guidance
N 000000000000000001000001100000000000001000110100000000010000001000000000100010000000010000000000100000000110000000000000000000110000000010000000000101000011100000000000111111000000000000000101000000000000000011010000000000000001100110001000000000010000110000000011111000010100001000000110010001000000000000000000110000000000010000001000000000000000000110000100000000010001000000010000000000110000000000000000001000000000000000000110000100001000000001001100000000001000010001000000000000000100010000000000000001100110000000000000011111000000000100000011101000000000000001000000100000000000000000000100 Guidance
N 000000000000000000000001100100010000000000110000000000010000001000000000010010000000010000000000100000000110100000001000000000110100000110000000000110000111000000000000111110000000000000000101000000000000000011110010000001000001100110000000000000110000110000000011111000010100000000000000001010000000000010000000010000000000001100001000000000000000000110000000000000000001001000000000010000110000001000000100001000000000000000000110000000000000000001001001000001000000010001000000001000000100010000100000000001000100000000000000011010000000000000000011100101000000000000000000000000000001000000000000 Guidance
N 001000000000000000000001000000000010000100110000000000010000001000000000000010000000010000000000100000000110000000011100000000110000000010000000000110000111000000100000111111000000000000000111000000000100000011010000000010000001100110100100000000110001110000000011011000000100000000010000000001001000000000000000110000000000100000001000101000000000000110000000000000000001000000000010000000110000000000000000001000000000000000001110000000000100000001001000000000010000010011000000010000000010011000000000000001000100000011000000011111000000000000000011100000000000000000000000000000000000000000010000 Guidance
N 000010000000001000000001000000000000110000110000000100010000011000000000001010100100010000000000100000000110101000001000010000110010000110010000000110000111100000000001111111000000000000000111000000010000000011010000000000000001100110000100000000110000110000000011011000000100000000000101000011000000000000000000110000000000000000001000000000000000000110001000000000000001100000000100000100110000000000000000101001000000000000000110000000000010000001000000000110000000011001000001000001000100010000000000000000000100000000000000011010000000000000010011100000000000000000000001001000000000000000000000 Guidance
N 000000000001000000000001101000001000001000110000100000010000001000000000000010000000010001000000100000000110000000001000000000110000000110000000000110000101000000000000111111000000000000000011000100000000000011010000000000000001100110000000000000110000110000000011111000100110000000000000000001000000000000000010110000000000000000001000000000000000000110000001000000010001000000000000000000110000000000000000001000010000000000000110000000000000000001001000000000000000010001000010000000000101010000000000000001000100001000000000011011000000000010000011100000000000000000000000000000000000000000000001 Guidance
N 000000010000000100000001100000000000000000110000000000010000001000000000000010010000010000110000100000000110000000000000000000110000000110000000010110000111000000000000111111000000000000000111000001000010001011011000000000000001000110000000000100110000110000000011111000000100000000000000000001000000000000000100110000000000000000011000000000000000000110000000000000000001000000010000000000110000000000000000001010000000000000000110000100000000000001001010000000000000010001000000000000000100010010000000000001000100000000000000011011000000000000000011100000000000000000000000000000000001000000000001 Guidance
N 000000000000000010000001100000000000000000110000000100010010001000000100000010000000010010000000100000000110000000001000000000110010000110000010000110000011001000000000111111000000010000000111000000000000000011010000000000101001100110100000000000110000110010000011110000000100000001000010000001000000000000100000110000000000000000001000000000000000000111000000000000000001000000000000000000110000000001000000001000000000000000000110000000000010000000001000000000000000010001000000000000001100010000000000000001100100000000010000011111000000001010000011100000000000010100000000000000000000010000000001 Guidance
N 000000000000000000000011100000000000000000110000000000010000001000000000000010000000010000000000100000100110000000001001100000110000000110000000000110010111000100000000111111000000000000000111000000000001100011010000000010000001100110000000000000110000110000000011111000000100000000000000000001000000000000001000110000000000000000001000000000000000000110000000000000000001000000000000000000110010000000000000000100100000000100000110000000000000000001001000000000000000010001000000000000000100010000000010000101001100000001001000011011100001000000000011000000000000001000000000000000000000000000000000 Guidance
N 000000000010000000000001100000000000000000110000000000010000001000000000001010000000010000000000100010000110000010001000001001110010000110000000000110010111001000000010111111000000001000000111000010000000001011010001000000000001100110000000000000110000010010010010111000000110010000000000000001000000000000010000110000000000000000001000000000000000000110000000000001000001000000000000000000110100001000000000001000000000000000000111000000000000000001000000000000100000010001000000000100100100010000000000000001000100000000000000011001000000000000000011100000000001000000000000000000000000000000100001 Guidance
N 000000000000010000000101100000000000000000111000000000010000001010010000000010100001010001000000100000000110000000001000000000011000000111000010000100100111000000000000111101000000000000000111000000000000000011010000010100000001100110000100000000110000110000000011111000000101100000100000000001001000000000001000010000000100000000101000000000000000000110000000000000000001000100000100000000110000010010000001001000000000010000001010000000100000000001001001000001000000010001000001000001000100010000000000001001000100000000000000011011000000100000000011101000000000001100000000000000000000000000000000 Guidance
N 000000000000000010000001100000000000000000110000000000010000001000000000000010000000000000100000100010000110000010001000000010110000000110000000000110000111000000000000111111000000000010001101000000000001010011010000000010000101100110000001010000110000010010000011111000001100010001000000000011000000010000000001110000000000000000001000000010100000000110000000000000000001000000000000000000110000000000100000001000001000000000000110000000000000000001001000000000000000010001000000000000100101010000000010000001000100000000000000011011010000000000000011100000010000000100000000000000000000000000000000 Guidance
N 000000010000000000000001100000100000000100011000010000011001001000000000000010001000010000000000100000000110010000101000000000010000000110000000000110000111000000000000111111000000001000000111000000000001000011010000000000000001110110000000000000100000110000000111111000100100000000000000000001000000000000000000110000000000000000001000010000000000000010000010000000000001000001000000000000110000000000000000001000100000000000000110000000000000000001001000100000000000010001100000000000100100010000000000000001000100000000000000001011000000000000000010100000000000000000000000001000000000000000000000 Guidance
N 000000000000000110000001100010000000001000110000000000010000001000000000000010000000000000000000100000000110000001001000000000110000000110010000000110000110001100000000111101000000000000000110000000000000000011010000000000000011100110000000000000110000110001000011111000000100000000000000000011010001000000000000110000000000000000001000000000000010000110010000000010010001000000000000000000010000000000000000011000000000000001000110100000000000000001000000000001000000010001100000000000100100010000010000001001000100000000000000011011000100000000000011100000000000000000000000001000000000010000100000 Guidance
N 100000000000000000000001100000000000000000110000000000010000101000000000000010000000010100000000100000001110000000001000000000110000000110000000000110000111000000000000111011000000000000100111000000000000000011010010000000000101100110000000000000110000010000000011111000000100000010000000000001000000000000000000110000000000000000001000000000010000000110000000000001000001000000000000000010010000000000000000001000000000000000000110000100000000000001001000000000100000010001000000000000000100010000100000000001000001000000000000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000010000000000000001100000000010000000110000000000110000011000000000000000000000010000000000000000000110100000001000000000110000001110110000000110000111000100000000111111000000000011000111010010000000000001110000100000000001110110000100000000110000110000000011111000010100000001000001000001000000010000000000110000000000000000001000000000000000000010000000000000000001010000000000000000010000000000000000001000000000000000000110000000010000000001001000010001000000010001000000000000000100010010000000010000000100000100000000010111000000001000000011100000000000100000000000000010000000010000100000 Guidance
N 000000110000000000000001110000010100000000110000000000010000001000000010000010000000010000001000110000000110000010011000000000110000000110000100000110000111000000001000111111000000000000000111100000110000000010010000000000000001100110000000000001110010110000001011111000000100000000000000000001000000000100000000110000000000000000001000000000001000000110000000000000000001001000000000000000110001000000000000000000000000001000000110000000000000000001001000000000000001010001000000000010000100010000000000000101000100000000000010011011000000000000000001100000000001000000000010000000000000000100000000 Guidance
N 000000000000100000010001100000010000000000110110000000010000011000001000000010000000010000000000100100000110000000001000000001110001000110000000000110000110000000000000111111001000000000000111000000001000011011010000000000010001100110001000000000010000110000000011111100010100000000000000000001000000000000000000110010000001000000001000000000000000000110000000010000001001100000010000000000110000000000000000001000000000000000000110000000000000000001001000000000000000010000000000000000000100010001000000000001000110000000000000011011000000000000000011100000100001000000000000000000000010000001000000 Guidance
N 000000000000000000000001110000000000000000110110101000011000001010000000000010000000010000000000100000000110000000001000100000110000000100000000100100000111000000000010111110001000000000000111000000000100000011010000000000001001100110000010000000110000110000000011111000000111000000000010000001000000000000000000110001000000000000001000000000000000000110001100000000000001000000000100000000110000000000000000001000000010000000000110000000100000000011001010000000110000010001000000000010000100010000000000000001000000001000000000011111000000000000000111100000010000000000000000000000000000000000010010 Guidance
N 000000000001000100100001100000000000000000110000000000010000001000000000000010010000010010000000100001000010000000001000000100110000000110100001000110000011000000000000111111000000000010000111001000000000000011010000000000000001100100000000000000110000110000000011111000000100000000000000000001100000000001000000110000000000000000001000000000000000000110100000010000001001001000000000000100110000100000000000001000000001000000000110000001000001000011001000000000000000010001000000010000000100110000000000000001000100001000000000011011001000000000000011100000000000100010000000000000000000000000100000 Guidance
N 000000000000000000000001100000000000000000110000000000010000001000000010000110001000010000000000100100000110000100001001000000111000000110001000000110000110000000000000111111000010010000000111000011000000001011010000001010000001100110000000000000110000100000000011011000000100001000000000001001000000000000000000110000000000000000001000001000101000000110000000000100001001000000000000000000110000010000000001001100000000000000000110000000000000000001001000000000000000010001000000100001000110010000000000100001001100100000010001001111100000000000000011100000000000000000000000000000000000000100001000 Guidance
N 000000000000000000000001100000001000000000110000000001010000001000000010000010000001010100000000100000010110001000001000000000110000000110000000001110000111000000000000111111010000000000100111000000000001000011010000001000000001100111000001000000110000110000110011111000000100000000000000000011000000010000000000110000000010000000001000000000000000000110000000000000000001000000000000000000110000100000000000001000001000000000000110000000000000000001000000000000000010010001000000000000000100010000000000000001000100000000000000011011000000000000001011100000100000000000001000000000000000000000000000 Guidance
N 010000000000000000000001000000000000000001110000000000010000001000000000000010000000010000000001100000000110000000001000000000110000100110000000000110000111000000000000111011000100000100000111000000000000000111010000000000000001100110010000000010110000110000000011111000000100000000000000000001010000000000000000110010000010000000001100000000000100001110000000000000000001000000000000000000110000000000000000001100000000000000000110100000000000000001001000000000000010010001000000100000010100010000000000000000000100000000000000011001000000000000000011100001000000000000000000010000000000000000000000 Guidance
N 000000000000000000000001100000000000000000010000000000010010001000000000000010000000010100000000100000000110000000001000000000110000000110000000001110000111000000000001111111000000000100000111000000000100000000011000000000000011100110000001000000110000110000000011111000000100100000000000000001000000000000000000110000000000000100001000001010000000000110000000000010000001000010000100000000110000000000000000001000000000000000000100000000000000000001101000000000000000010000000001100000000100010000100000000001000101000000000100011011000000000000001011100000000010000000000000000100000000000000000000 Guidance
N 000000000000000000000001100000000000000000110001000000010000001000000010000011000000010000000000100000010110000000001000000100111001000110000000000110001111000000001000111111000000000000100111000000000000000010010000000000000001100110000000100000110001100000000011111000000100010000000000010101000000000000000000110000000000000000001000000000001000000111000000100000000001000000000100000000111000000000000000001000000001010000000110000000000100000001001000000100000000000001100000000000000100010000000000000001000100010000000001011011000001011000000011100100000000010000000000001001010001000000000000 Guidance
N 000000000000001000000001100000000010000000110000000000011000001000000010000010000000010000000000100000000110000000000000000000110000000110100000000110000111000000000000111111000000000000000110000000000010000011010000001000001001100110000000000100110000110100000011111000000100100000000000000001000000000000100010010000000000001000001000000000000000000110000000000000000001001000000100000000110000000000000000001000000000000000000110000000100000000001001000000000000000010001000000000000000100010000000000000101001100010001000000011111000000100000000011101000000000001000000000000000000010000000000000 Guidance
N 010000010000000000000001100000000000000001110000000000010000001000000000000010100000000000000001100000000110000000001000000000110000000110100000000110000111000000000000111111001000000000000110000000000000000011010000100011000001100110000000001000110000110000000011011000100100000000000000000001000000000000000000110000000000000000001000000000000001000110100010000000000001000000000000000101110000000010000000001000000000000000001110000000100000000011001000000000000000010001100000000000000100010000000000000000101100100000000000010011000000000000000011100000000000100000000010001000000001000000000000 Guidance
N 000000000010001000000001100010000000000000110000000000010001001000000000000010000000010000000000100000001110000000001000000000110000000110000010000110000111000000000000111110000000000000000111001001000100000011010001000000000001000100000000000000110000111000000011111000000100000000010000000000000000000000000000110000000000000000001000000000000000000110101000001000000001000000000000000000110000000100000100001010000000100001000110000000000000000001001010000000100100011001001000000100000100010000000000000001000100010000000001011011000000000000000011101000000000000000000000000000000000010000000000 Guidance
N 000000000000000000000001101000000000000000110000000000010100001000000010000010000000010000000000100000000110000001001001000000110000000110000000000110000111000000000000111111000000000000000111000000000000000011010000000000000001100110001000000100110000010000000011111000001110000010000001001001000000000000000000110000000000000010001000000010000000000110000001000000000001000000000000000100110000000000000000001000100000000000000110000001010000000011001000000000000000010001000000000000000100010000000000000001000100000000000000011011000001000000000011100000000000000000000000000000000100010000000000 Guidance
N 000100000000000000100001100000000000000000110000010000010000001000000000000000000000010000100000100000000110000010001000000000110000010110010000000110100111001000000000111111000001000000000111000000000000000011010100000000000001100110000000000000110000110000000011111000000100000000000000000001000000000100000000110000000000000000001000000000000000000110000000000000000101000001000000000000110000000010000000001000000000000000010110000000010000000001001000010000000000010001000000000000000100010000000000100001000100000010000001011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000000010000100000100100000000000000000110000000000010000001000000000000010000000010000000100100000000110000000000000010000110000010110000000010110000101000000000000111111000000000000000111000000000000000011010000000000000001000110000010100000010000100000000011111000000100000000000000000001000100000000000000110000000000000000000000000000000000000110000000000000000001000000000010000000110000000100000000001000000010000000100110000010000000000001001001000000000000010001000000000000000100010000000110001001000100000000000000011011000000000000000011100000000000000000001000001000000000000000000000 Guidance
N 001000000000000000000001100000000000000000110010000000010000001000000000000010000000110000000000100000000111000000001000000000110000000110000000100110000111000000000000110111010001000100000111000000000000000011010000000000000001100110000000000010110000110000000010111100000100000000000000000001000000000000000000110000000000000000001000100000100000000110000001000000010001000000000000001000110001000000100000001000000000000001000110000000000000000001001000000000000000010001000000010000000100011000000011000001000101000000000000011011000000000000000011100000000000000000000000000000000000000000000000 Guidance
N 000000000000000000000001100000100100000000110000000000010000001000001100000010000000010000000000100000000111000000001000000000110000000110001000000110000011000000000000110111000000000000000111000000000000001011010001110000000001100110000010000000110000110000000011011000001101000000100000000001000000000000000000110000000000000000001000000000000000000110000000000000000000000000000000000000110000000000000000001000000000000000000011000001000000000001001000000000000000010001000001000100010100010000000000000001000100000000000010111111000000000000000011100000100000000000000000000000000000000010000000 Guidance
N 000000000000000001000001100000000000000000111100000000010000010000000000000010000001010000000000100000001110000000001100000000110000000110000000000110100111000101000000111111000000000000000111000000000001000011010000000000000001100110000000000000110000110100000011111000000000000000000000000001000010000000000000110000000000000100001000000000000000000110000000000000000001000000000000000000110000000000000000001000000000000001000110000000000001000011001000000000000101010001000000000000000100010000000000000101000100000000001000011011000000000000000011100000000000000000010000000000000000000000000000 Guidance
N 000000000000000000000001100010000000000000110000000000010000001100100000000010000000010000000000100000000110010000001000000000111000000110010000000110000111000000000000111111000000000000011111010001000000000011010000000000000001100110001000000100010010110000000111111000000100000000000000000001000001000000000000110000000000000000011000000000000000000110000100000000000001000000000100000000110000000000000000001000000000000000000110000000000000010001001000000000000000010001000000000000000100010000000000000001000100000000000000011011000000000100000011000000000000100000100000000000000000000000000010 Guidance
N 000000000000000000000001100000000000000000110000000000010000001100000000100010000000000000010000100010001111001001001000000000110000000110000000000110000111000000000000111111000000000000000111000000000000000011010000000000000001100100000000000000110000110000000011111000000110000000000000100001000010000010000000110000000000001000001000000000000000000110000000000000000001010000000000000000110000000000000000001000000000000000000110000000000000000001001100000000000010010101000000000000010100010000000000000001001100001001000000011011100000000000000011100000000000000000000000000000000000000001100000 Guidance
N 000000010000000001000001100000000000000000110000000000010000001000000000000010000000010000000000100000100110000000001000000000111001000110000000011110100111000000000000110111000000010000000111000000000000000011010000000000000001110100000000000000110000110000000101111000000100000000000000000001000000000000000000110000000000000000001000100000000100000110100000000001010000000000000000010001110000000000000000001000000010000000000110000010000000000001001000000000000000010001000000000000000100011000000000000011000110000110000000011001000000000000000011100000000000000000000000000010000000000000000000 Guidance
